ref_genome	num_genomes_sharing	genome_codes_not_sharing	num_shared_positions
10	17	,6,	1390
10	17	,9,	545
10	17	,18,	10
10	17	,1,	737
10	17	,3,	21857
10	17	,15,	1258
10	17	,14,	2848
10	17	,12,	76
10	17	,8,	604
10	17	,2,	520696
10	17	,7,	12301
10	17	,4,	5188
10	17	,5,	921
10	17	,13,	545
10	17	,11,	349
10	6	,2,3,4,5,6,7,8,9,12,13,16,17,	285
10	6	,1,2,3,4,5,6,7,8,9,12,13,14,	558
10	6	,1,2,4,5,6,7,9,12,13,14,16,17,	131
10	6	,1,2,3,5,6,7,8,9,12,13,14,16,	10
10	6	,1,4,5,6,7,8,9,12,13,14,16,17,	3
10	6	,1,3,4,5,6,7,9,12,13,14,15,18,	6
10	6	,2,3,4,5,6,7,8,9,12,13,14,16,	928
10	6	,1,2,5,6,7,8,9,12,15,16,17,18,	809
10	6	,1,2,4,5,6,7,8,14,15,16,17,18,	198
10	6	,1,2,5,6,7,9,12,14,15,16,17,18,	2828
10	6	,1,3,4,5,6,7,8,12,13,14,16,17,	313
10	6	,1,2,5,6,7,8,9,14,15,16,17,18,	6
10	6	,1,2,4,5,6,7,11,12,13,16,17,18,	5966
10	6	,1,2,3,6,7,8,9,12,13,14,16,17,	16
10	6	,1,2,4,5,6,7,8,9,12,14,16,17,	1330
10	6	,1,3,4,5,6,7,9,12,13,14,16,17,	165
10	6	,3,4,5,6,7,8,9,12,13,14,16,17,	767
10	6	,1,2,3,5,6,7,13,14,15,16,17,18,	4
10	6	,1,2,4,5,6,7,8,9,15,16,17,18,	1720
10	6	,2,3,5,6,7,8,9,12,13,14,16,17,	20
10	6	,1,2,3,4,5,6,7,8,12,13,16,17,	8991
10	6	,1,2,3,5,6,7,9,12,13,14,16,17,	143
10	6	,1,2,3,5,8,9,13,14,15,16,17,18,	80
10	6	,1,2,3,4,5,6,7,9,12,13,16,17,	111
10	6	,1,2,3,4,5,6,7,8,12,13,14,16,	162
10	6	,1,2,4,5,6,7,9,12,15,16,17,18,	5
10	6	,1,2,3,4,5,6,7,9,12,13,15,18,	16
10	6	,1,2,4,5,6,7,12,14,15,16,17,18,	229
10	6	,2,3,4,5,6,7,8,9,12,13,14,17,	57
10	6	,2,3,4,5,6,7,9,12,13,14,16,17,	1210
10	6	,2,3,4,5,6,7,12,14,15,16,17,18,	10703
10	6	,2,3,4,5,6,7,8,12,13,14,16,17,	3323
10	6	,1,2,3,4,5,6,7,8,9,13,16,17,	619
10	6	,1,3,4,5,6,7,8,9,12,13,16,17,	2936
10	6	,1,2,3,5,6,7,8,12,13,14,16,17,	301
10	6	,1,2,3,4,5,6,7,12,13,14,16,17,	1318
10	6	,1,2,3,4,5,6,7,8,9,12,13,16,	26
10	6	,1,2,4,6,7,9,12,14,15,16,17,18,	561
10	6	,1,2,5,6,7,9,12,13,15,16,17,18,	281
10	6	,1,2,3,4,5,6,7,8,9,12,13,17,	235
10	7	,2,3,4,5,6,7,8,9,12,13,14,	4876
10	7	,1,2,3,8,9,12,13,14,16,17,18,	1
10	7	,1,2,3,4,5,6,7,12,13,16,17,	123
10	7	,2,4,5,6,7,12,13,15,16,17,18,	1
10	7	,1,2,4,5,6,7,8,9,14,16,17,	262
10	7	,3,4,6,7,9,13,14,15,16,17,18,	1069
10	7	,2,4,5,6,7,8,12,13,14,16,17,	1
10	7	,2,3,4,5,6,7,9,12,13,16,17,	486
10	7	,1,2,3,5,6,7,9,12,13,16,17,	11
10	7	,2,4,5,6,7,8,9,12,14,16,17,	3744
10	7	,1,2,3,4,5,6,7,12,13,15,18,	1028
10	7	,1,2,3,4,5,8,12,13,14,16,17,	432
10	7	,1,3,4,5,6,7,8,9,12,13,14,	24
10	7	,2,3,5,6,7,8,9,12,13,14,16,	1
10	7	,1,2,4,5,6,7,9,12,13,16,17,	8493
10	7	,1,2,3,4,5,6,7,8,9,12,13,	22
10	7	,1,2,3,4,5,6,7,8,9,13,16,	1024
10	7	,2,3,5,6,7,8,9,12,13,14,17,	3139
10	7	,2,3,8,9,12,13,14,15,16,17,18,	28
10	7	,1,3,4,5,6,7,8,12,14,16,17,	73
10	7	,1,2,3,4,5,6,7,9,12,13,14,	169
10	7	,1,2,3,8,12,13,14,15,16,17,18,	24
10	7	,1,2,5,6,7,9,12,15,16,17,18,	605
10	7	,1,2,4,5,6,7,9,12,14,16,17,	1
10	7	,1,3,4,5,6,7,8,9,13,16,17,	6
10	7	,3,4,5,6,7,8,9,12,13,16,17,	4861
10	7	,1,2,3,4,5,6,7,8,13,14,16,	3885
10	7	,1,2,3,4,5,6,7,8,14,15,18,	4
10	7	,1,4,5,6,7,8,9,12,14,16,17,	1
10	7	,1,2,4,5,6,7,8,15,16,17,18,	388
10	7	,2,4,5,6,7,8,12,15,16,17,18,	85
10	7	,1,2,3,6,7,8,9,12,13,14,16,	120
10	7	,1,2,3,4,5,6,7,8,9,13,14,	6556
10	16	,2,3,	10727
10	16	,9,14,	446
10	16	,13,14,	9
10	16	,1,2,	18551
10	16	,2,4,	2050
10	16	,2,14,	44161
10	16	,4,12,	37
10	16	,7,14,	116
10	16	,7,8,	88
10	16	,8,12,	122
10	16	,2,7,	3197
10	16	,2,13,	329
10	16	,3,13,	993
10	16	,2,9,	724
10	16	,4,6,	2
10	16	,12,14,	161
10	16	,2,8,	9239
10	16	,15,18,	16906
10	16	,2,18,	754
10	16	,4,13,	113
10	16	,2,12,	843
10	16	,2,5,	141
10	16	,1,14,	758
10	16	,8,14,	3
10	16	,1,4,	186
10	16	,2,6,	419
10	16	,6,7,	12584
10	16	,16,17,	109
10	1	,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,	13446
10	5	,2,3,4,5,8,9,12,13,14,15,16,17,18,	2
10	5	,1,2,4,5,6,7,9,12,14,15,16,17,18,	2535
10	5	,1,2,3,4,5,6,7,12,14,15,16,17,18,	12379
10	5	,2,3,4,5,6,7,8,9,12,13,14,16,17,	12232
10	5	,1,2,3,4,5,6,7,9,12,13,14,16,17,	2130
10	5	,1,3,4,5,6,7,8,9,12,13,14,16,17,	2473
10	5	,1,2,3,4,5,6,7,9,12,15,16,17,18,	59
10	5	,1,2,5,6,7,8,9,12,14,15,16,17,18,	1420
10	5	,1,2,3,4,5,6,7,9,12,13,14,15,18,	132
10	5	,1,2,3,5,6,7,8,9,12,13,14,16,17,	39
10	5	,1,2,3,4,5,6,7,8,13,14,15,16,18,	2045
10	5	,1,2,3,4,5,6,7,8,9,13,14,16,17,	1424
10	5	,1,2,4,5,6,7,8,9,14,15,16,17,18,	1648
10	5	,2,4,5,6,7,9,11,12,13,14,16,17,18,	5324
10	5	,1,2,4,5,6,7,8,9,12,15,16,17,18,	16
10	5	,1,2,4,5,6,7,8,11,12,13,16,17,18,	1358
10	5	,1,2,3,4,5,6,7,8,9,15,16,17,18,	21
10	5	,1,2,3,4,5,6,7,8,9,12,13,16,17,	15099
10	5	,1,2,3,5,6,7,9,12,14,15,16,17,18,	3
10	5	,1,2,3,5,6,7,9,12,13,15,16,17,18,	750
10	5	,1,2,5,6,7,9,12,13,14,15,16,17,18,	1894
10	5	,1,2,4,5,6,7,9,12,13,15,16,17,18,	55
10	5	,3,4,5,6,7,8,9,12,13,15,16,17,18,	254
10	5	,1,2,3,4,5,6,7,8,9,12,13,14,17,	18
10	5	,1,2,3,5,6,7,9,13,14,15,16,17,18,	1465
10	5	,1,2,4,5,6,7,8,9,13,15,16,17,18,	46
10	5	,1,2,4,5,6,7,9,11,12,13,16,17,18,	2042
10	5	,1,2,3,4,5,6,7,11,12,13,16,17,18,	1710
10	5	,1,3,4,5,6,7,8,12,14,15,16,17,18,	174
10	5	,1,2,3,4,5,6,7,8,12,13,14,16,17,	2243
10	5	,1,2,3,5,6,7,8,9,12,15,16,17,18,	13
10	5	,3,4,5,6,7,8,12,13,14,15,16,17,18,	8
10	5	,1,2,4,5,6,7,11,12,13,14,16,17,18,	5
10	5	,1,2,3,4,5,6,7,8,9,12,13,14,16,	177
10	12	,2,3,8,12,13,14,	40
10	12	,1,2,6,7,15,18,	24
10	12	,1,3,13,14,15,18,	148
10	12	,1,2,3,4,12,13,	368
10	12	,1,2,9,14,16,17,	6
10	12	,2,8,9,14,16,17,	35
10	12	,2,3,5,6,7,13,	12
10	12	,2,3,4,6,7,13,	973
10	12	,1,2,3,9,12,13,	1
10	12	,2,7,8,9,12,14,	710
10	12	,2,8,9,12,16,17,	200
10	12	,1,2,3,9,13,14,	5026
10	12	,3,4,6,13,15,18,	28
10	12	,1,2,8,14,16,17,	2972
10	12	,2,3,6,7,9,13,	22
10	12	,2,4,8,13,16,17,	77
10	12	,2,3,4,6,7,12,	183
10	12	,1,2,3,8,9,13,	10
10	12	,1,2,8,12,15,18,	46
10	12	,1,2,6,7,8,14,	487
10	12	,2,4,6,7,15,18,	24
10	12	,3,4,5,6,7,13,	38
10	12	,8,9,12,14,16,17,	1751
10	12	,1,2,3,9,13,16,	49
10	12	,1,2,8,9,16,17,	2
10	12	,1,2,4,5,6,7,	2537
10	12	,1,2,5,6,7,8,	2
10	12	,2,3,6,7,15,18,	421
10	12	,1,2,3,8,12,13,	1215
10	12	,2,8,12,14,15,18,	12
10	12	,2,4,5,6,7,9,	2
10	12	,1,2,5,6,7,12,	17115
10	12	,2,4,6,7,8,12,	87
10	12	,5,6,7,12,15,18,	76
10	12	,1,2,3,13,16,17,	1183
10	11	,3,4,5,6,7,12,13,	32
10	11	,1,3,8,9,13,16,17,	57
10	11	,1,2,5,6,7,12,13,	237
10	11	,1,2,3,8,13,16,17,	4212
10	11	,1,4,5,6,7,15,18,	347
10	11	,1,2,8,12,14,15,18,	83
10	11	,1,2,6,7,14,15,18,	14
10	11	,1,2,3,4,9,12,13,	1
10	11	,1,3,4,6,13,15,18,	33
10	11	,1,3,12,13,14,16,17,	2
10	11	,1,2,3,13,14,16,17,	1
10	11	,2,8,14,15,16,17,18,	7
10	11	,1,2,3,9,12,13,16,	1186
10	11	,2,3,8,12,13,16,17,	1
10	11	,3,8,9,12,13,16,17,	333
10	11	,1,2,9,12,13,16,17,	16
10	11	,1,2,3,8,9,13,14,	596
10	11	,2,3,12,13,14,16,17,	127
10	11	,2,3,9,12,13,16,17,	106
10	11	,2,3,4,5,6,7,13,	126
10	11	,2,3,6,7,13,15,18,	562
10	11	,1,2,3,13,14,15,18,	161
10	11	,4,5,6,7,8,16,17,	35
10	11	,5,6,7,15,16,17,18,	211
10	11	,2,4,5,6,7,12,13,	130
10	11	,2,5,6,7,8,9,12,	54
10	11	,1,3,4,5,6,7,13,	699
10	11	,2,3,4,6,7,12,13,	61
10	11	,2,5,6,7,12,16,17,	9
10	11	,1,2,14,15,16,17,18,	951
10	11	,2,4,5,6,7,8,12,	6
10	2	,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,	19602
10	2	,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,	156095
10	2	,1,2,3,4,5,6,7,9,11,12,13,14,15,16,17,18,	2929
10	2	,1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,	1535
10	2	,1,2,4,5,6,7,8,9,11,12,13,14,15,16,17,18,	1
10	10	,1,2,5,8,9,14,16,17,	890
10	10	,2,6,7,12,13,14,16,17,	21
10	10	,1,2,4,8,12,13,16,17,	115
10	10	,1,2,3,4,5,6,7,13,	11204
10	10	,1,3,9,12,13,14,16,17,	2
10	10	,2,3,8,12,13,14,15,18,	76
10	10	,1,3,9,13,15,16,17,18,	138
10	10	,1,2,8,9,12,14,16,17,	2917
10	10	,2,3,6,7,9,12,13,14,	20
10	10	,4,6,7,9,15,16,17,18,	42
10	10	,1,2,4,5,6,7,9,14,	1304
10	10	,1,2,8,9,15,16,17,18,	107
10	10	,1,2,5,6,7,12,15,18,	660
10	10	,1,2,3,8,9,13,16,17,	347
10	10	,2,4,5,6,7,12,13,14,	14
10	10	,2,3,8,9,12,13,16,17,	1
10	10	,1,2,3,8,9,12,14,17,	1082
10	10	,1,2,5,6,7,8,9,12,	6
10	10	,2,3,8,12,13,14,16,17,	101
10	10	,1,4,5,6,7,12,13,14,	10
10	10	,1,2,4,5,6,7,8,12,	102
10	10	,1,3,6,7,8,12,14,16,	29
10	10	,1,4,5,6,7,14,15,18,	16
10	10	,1,2,4,5,6,7,15,18,	2284
10	10	,1,2,5,6,7,14,16,17,	28
11	8	,1,4,5,6,7,12,13,14,15,18,	11
11	8	,1,2,3,4,5,6,7,8,9,13,	20
11	8	,2,4,5,6,7,8,12,14,16,17,	1
11	8	,1,2,5,6,7,8,9,12,15,18,	730
11	8	,1,2,3,8,9,12,13,14,16,17,	23431
11	8	,1,2,4,5,6,7,9,14,15,18,	5
11	8	,1,3,4,5,6,7,12,13,16,17,	266
11	8	,1,3,5,6,7,8,9,12,13,14,	24
11	8	,1,2,3,4,5,8,12,13,16,17,	35
11	8	,2,4,5,6,7,8,12,13,16,17,	1
11	8	,2,3,4,5,6,7,12,13,15,18,	15
11	8	,2,4,5,6,7,8,9,12,16,17,	126
11	8	,2,4,5,6,7,8,15,16,17,18,	27
11	8	,2,4,5,6,7,9,15,16,17,18,	7
11	8	,1,2,3,4,5,6,7,13,15,18,	487
11	8	,1,2,4,5,6,7,8,12,16,17,	154
11	8	,1,3,4,5,6,7,8,9,13,14,	207
11	8	,1,2,4,6,7,9,12,14,16,17,	2
11	8	,1,3,6,7,8,12,14,15,16,18,	175
11	8	,1,3,4,5,6,7,8,9,12,13,	266
11	8	,2,3,4,5,6,7,8,9,13,14,	1628
11	8	,3,4,6,7,9,13,15,16,17,18,	668
11	8	,3,4,6,7,8,9,12,13,16,17,	1
11	8	,1,2,4,5,6,7,12,14,16,17,	1
11	8	,1,2,3,4,5,6,7,9,13,14,	6872
11	8	,1,2,4,5,6,7,8,9,16,17,	110
11	8	,1,2,3,4,5,6,7,9,12,13,	213
11	8	,1,3,4,5,6,7,9,13,16,17,	3
11	8	,2,3,5,6,7,8,9,12,13,14,	9707
11	8	,1,3,4,5,6,7,8,13,16,17,	40
11	8	,2,3,4,5,6,7,15,16,17,18,	130
11	8	,1,4,5,6,7,8,9,12,16,17,	91
11	8	,1,2,3,8,13,14,15,16,17,18,	2
11	8	,1,2,5,8,9,13,15,16,17,18,	5
11	8	,3,4,5,6,7,9,12,13,16,17,	257
11	8	,1,2,3,5,6,7,12,13,16,17,	190
11	13	,2,6,7,8,12,	29
11	13	,2,3,6,7,13,	238
11	13	,2,3,8,12,13,	11917
11	13	,1,4,5,6,7,	2622
11	13	,1,3,13,15,18,	2
11	13	,7,8,9,12,14,	22
11	13	,1,3,9,13,14,	3421
11	13	,2,12,14,15,18,	433
11	13	,1,3,13,16,17,	18
11	13	,1,2,8,9,14,	268
11	13	,2,7,8,12,14,	2
11	13	,2,8,13,16,17,	22
11	13	,2,3,9,13,14,	2379
11	13	,2,12,14,16,17,	1648
11	13	,2,5,6,7,8,	1
11	13	,1,2,14,15,18,	3462
11	13	,2,4,5,6,7,	7141
11	13	,1,2,6,7,12,	2139
11	13	,2,5,6,7,12,	356
11	13	,3,4,9,13,14,	1
11	13	,2,8,14,16,17,	3
11	13	,2,7,12,15,18,	6
11	13	,2,3,8,9,13,	3
11	13	,1,2,3,4,8,	1
11	13	,1,2,3,13,14,	397
11	13	,1,2,5,6,7,	6
11	13	,2,8,12,15,18,	581
11	9	,1,3,4,5,6,7,9,13,14,	2
11	9	,3,4,5,6,7,8,9,13,14,	13
11	9	,2,4,5,6,7,8,12,16,17,	261
11	9	,1,2,3,4,9,12,13,16,17,	154
11	9	,1,2,3,8,12,13,14,16,17,	2
11	9	,2,4,5,12,14,15,16,17,18,	101
11	9	,2,4,5,6,7,12,13,15,18,	40
11	9	,1,2,5,8,9,12,14,16,17,	1584
11	9	,2,3,4,9,12,13,14,16,17,	2
11	9	,1,2,3,4,5,6,7,13,14,	40
11	9	,1,2,4,5,6,7,12,16,17,	3
11	9	,1,3,8,12,13,15,16,17,18,	4798
11	9	,3,4,5,6,7,8,9,12,13,	4
11	9	,1,2,6,7,9,12,14,16,17,	2475
11	9	,1,3,8,9,12,13,14,16,17,	92
11	9	,1,3,4,5,6,7,8,9,13,	1
11	9	,1,3,4,5,6,7,13,15,18,	268
11	9	,3,5,6,7,8,9,12,13,14,	3948
11	9	,2,4,5,6,7,15,16,17,18,	3
11	9	,2,4,5,6,7,12,13,16,17,	167
11	9	,1,2,3,8,9,12,13,14,17,	1403
11	9	,1,2,8,9,14,15,16,17,18,	1220
11	9	,2,8,9,12,14,15,16,17,18,	139
11	9	,1,4,5,6,7,8,9,16,17,	652
11	9	,1,2,3,8,9,13,14,16,17,	2
11	9	,2,4,5,6,7,12,14,15,18,	2
11	9	,2,3,4,5,6,7,9,12,13,	527
11	9	,3,4,5,6,7,12,13,16,17,	17
11	9	,1,2,3,6,7,8,13,16,17,	132
11	9	,1,2,4,5,6,7,8,16,17,	5
11	9	,3,4,5,6,7,9,13,16,17,	41
11	9	,1,2,3,6,7,8,9,13,16,	109
11	9	,1,2,3,6,7,9,12,13,14,	824
11	9	,1,4,5,6,7,9,14,15,18,	8
11	15	,7,15,18,	334
11	15	,2,15,18,	1573
11	15	,8,16,17,	3444
11	15	,2,6,12,	137
11	15	,4,16,17,	166
11	15	,8,12,14,	1
11	15	,2,12,14,	355
11	15	,1,2,9,	6
11	15	,1,6,7,	15
11	15	,13,15,18,	93
11	15	,1,2,12,	23
11	15	,1,2,14,	3404
11	15	,4,6,13,	75
11	15	,1,2,5,	1250
11	15	,2,9,14,	37
11	15	,1,3,13,	58
11	15	,2,8,12,	414
11	15	,2,3,13,	12018
11	15	,2,4,8,	7
11	15	,2,4,12,	62
11	15	,2,16,17,	2
11	15	,2,4,13,	19
11	15	,2,3,14,	93
11	15	,2,9,12,	3452
11	15	,3,4,6,	6
11	15	,3,9,13,	2
11	15	,2,7,8,	1356
11	15	,1,2,7,	17
11	15	,2,6,7,	9355
11	3	,1,2,3,4,5,6,7,8,9,13,14,15,16,17,18,	273
11	3	,1,2,3,4,5,6,7,8,9,12,13,15,16,17,18,	957
11	3	,1,2,4,5,6,7,8,9,12,13,14,15,16,17,18,	1821
11	3	,1,2,3,4,5,6,7,9,12,13,14,15,16,17,18,	8701
11	3	,1,2,3,4,5,6,7,8,9,12,13,14,16,17,18,	777
11	3	,1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,	1650
11	3	,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,	1128
11	3	,1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,	4301
11	3	,1,3,4,5,6,7,8,9,12,13,14,15,16,17,18,	37
11	3	,1,2,3,4,5,6,7,8,9,12,13,14,15,16,18,	107
11	3	,1,2,3,5,6,7,8,9,12,13,14,15,16,17,18,	3205
11	18	,0,	3414052
11	14	,1,2,15,18,	1208
11	14	,1,2,9,14,	205
11	14	,8,12,16,17,	422
11	14	,2,13,16,17,	4
11	14	,7,13,15,18,	37
11	14	,2,4,6,7,	10
11	14	,2,3,13,14,	12
11	14	,2,8,12,14,	2
11	14	,2,4,13,14,	247
11	14	,1,8,9,12,	2837
11	14	,3,4,9,13,	18
11	14	,1,3,13,14,	830
11	14	,4,5,6,7,	694
11	14	,2,6,7,12,	305
11	14	,2,3,6,7,	751
11	14	,1,5,6,7,	1243
11	14	,2,12,15,18,	127
11	14	,1,3,12,13,	341
11	14	,2,8,9,12,	5411
11	14	,2,6,7,8,	522
11	14	,3,8,12,13,	1028
11	14	,1,12,16,17,	197
11	14	,2,7,15,18,	23
11	14	,2,3,9,12,	6
11	14	,2,5,6,7,	122
11	14	,1,8,9,14,	297
11	14	,2,3,9,13,	7519
11	14	,2,6,12,14,	12
11	14	,12,14,15,18,	5
11	14	,2,4,16,17,	19
11	14	,8,12,15,18,	23
11	14	,1,3,4,6,	6
11	14	,2,3,15,18,	654
11	14	,3,6,7,13,	101
11	14	,1,2,5,12,	1695
11	14	,2,6,7,14,	31
11	14	,5,6,7,14,	2
11	14	,6,7,15,18,	17
11	14	,2,14,15,18,	9787
11	14	,2,4,5,14,	64
11	14	,2,14,16,17,	6228
11	14	,1,2,8,14,	510
11	2	,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,	19602
11	11	,5,6,7,15,16,17,18,	211
11	11	,4,5,6,7,8,16,17,	35
11	11	,2,4,5,6,7,12,13,	130
11	11	,2,5,6,7,8,9,12,	54
11	11	,1,3,4,5,6,7,13,	699
11	11	,1,2,14,15,16,17,18,	951
11	11	,2,5,6,7,12,16,17,	9
11	11	,2,4,5,6,7,8,12,	6
11	11	,2,3,8,12,13,16,17,	1
11	11	,3,8,9,12,13,16,17,	333
11	11	,1,2,9,12,13,16,17,	16
11	11	,1,2,3,8,9,13,14,	596
11	11	,2,3,12,13,14,16,17,	127
11	11	,2,3,9,12,13,16,17,	106
11	11	,2,3,4,5,6,7,13,	126
11	11	,2,3,6,7,13,15,18,	562
11	11	,1,2,3,13,14,15,18,	161
11	11	,1,3,4,6,13,15,18,	33
11	11	,1,3,12,13,14,16,17,	2
11	11	,1,2,3,13,14,16,17,	1
11	11	,2,8,14,15,16,17,18,	7
11	11	,1,2,3,9,12,13,16,	1186
11	11	,1,3,8,9,13,16,17,	57
11	11	,3,4,5,6,7,12,13,	32
11	11	,1,2,5,6,7,12,13,	237
11	11	,1,2,3,8,13,16,17,	4212
11	11	,1,4,5,6,7,15,18,	347
11	11	,1,2,8,12,14,15,18,	83
11	11	,1,2,6,7,14,15,18,	14
11	11	,1,2,3,4,9,12,13,	1
11	10	,2,3,8,12,13,14,15,18,	76
11	10	,2,3,6,7,9,12,13,14,	20
11	10	,4,6,7,9,15,16,17,18,	42
11	10	,2,3,4,5,6,7,12,16,	1
11	10	,1,3,9,13,15,16,17,18,	138
11	10	,1,2,8,9,12,14,16,17,	2917
11	10	,1,2,4,8,12,13,16,17,	115
11	10	,2,6,7,12,13,14,16,17,	21
11	10	,1,2,3,4,5,6,7,13,	11204
11	10	,1,2,5,8,9,14,16,17,	890
11	10	,1,3,9,12,13,14,16,17,	2
11	10	,1,2,3,8,9,13,16,17,	347
11	10	,1,2,5,6,7,12,15,18,	660
11	10	,1,2,8,9,15,16,17,18,	107
11	10	,2,3,8,9,12,13,16,17,	1
11	10	,2,4,5,6,7,12,13,14,	14
11	10	,1,2,4,5,6,7,9,14,	1304
11	10	,1,4,5,6,7,12,13,14,	10
11	10	,2,3,8,12,13,14,16,17,	101
11	10	,1,2,4,5,6,7,8,12,	102
11	10	,1,2,3,8,9,12,14,17,	1082
11	10	,1,2,5,6,7,8,9,12,	6
11	10	,1,2,5,6,7,14,16,17,	28
11	10	,1,3,6,7,8,12,14,16,	29
11	10	,1,4,5,6,7,14,15,18,	16
11	10	,1,2,4,5,6,7,15,18,	2284
11	16	,2,12,	843
11	16	,4,13,	113
11	16	,15,18,	17905
11	16	,6,7,	12583
11	16	,2,10,	161
11	16	,16,17,	109
11	16	,2,5,	141
11	16	,1,14,	758
11	16	,8,14,	3
11	16	,1,4,	186
11	16	,2,6,	419
11	16	,4,12,	37
11	16	,7,8,	88
11	16	,7,14,	116
11	16	,8,12,	122
11	16	,2,7,	3197
11	16	,2,3,	10727
11	16	,9,14,	446
11	16	,13,14,	9
11	16	,2,4,	2050
11	16	,1,2,	18551
11	16	,2,14,	44161
11	16	,4,6,	2
11	16	,12,14,	153
11	16	,2,8,	9239
11	16	,7,10,	84
11	16	,2,13,	329
11	16	,2,9,	724
11	16	,3,13,	993
11	7	,1,2,3,8,12,13,14,15,16,17,18,	24
11	7	,1,2,4,5,6,7,9,12,14,16,17,	1
11	7	,1,2,5,6,7,9,12,15,16,17,18,	605
11	7	,2,3,5,6,7,8,9,12,13,14,17,	3139
11	7	,1,3,4,5,6,7,8,12,14,16,17,	73
11	7	,2,3,8,9,12,13,14,15,16,17,18,	28
11	7	,1,2,3,4,5,6,7,9,12,13,14,	169
11	7	,1,2,4,5,6,7,9,12,13,16,17,	8493
11	7	,1,2,3,4,5,6,7,8,12,13,16,	8
11	7	,1,2,3,4,5,6,7,8,9,12,13,	22
11	7	,1,2,3,4,5,6,7,8,9,13,16,	1024
11	7	,2,4,5,6,7,8,12,15,16,17,18,	85
11	7	,1,2,3,6,7,8,9,12,13,14,16,	120
11	7	,1,2,3,4,5,6,7,8,9,13,14,	6556
11	7	,1,2,3,4,5,6,7,8,14,15,18,	4
11	7	,1,2,4,5,6,7,8,15,16,17,18,	388
11	7	,1,4,5,6,7,8,9,12,14,16,17,	1
11	7	,1,2,3,4,5,6,7,8,13,14,16,	3885
11	7	,1,3,4,5,6,7,8,9,13,16,17,	6
11	7	,3,4,5,6,7,8,9,12,13,16,17,	4861
11	7	,2,4,5,6,7,8,12,13,14,16,17,	1
11	7	,3,4,6,7,9,13,14,15,16,17,18,	1069
11	7	,2,4,5,6,7,12,13,15,16,17,18,	1
11	7	,1,2,4,5,6,7,8,9,14,16,17,	262
11	7	,1,2,3,8,9,12,13,14,16,17,18,	1
11	7	,2,3,4,5,6,7,8,9,12,13,14,	4876
11	7	,1,2,3,4,5,6,7,12,13,16,17,	123
11	7	,2,3,5,6,7,8,9,12,13,14,16,	1
11	7	,1,2,3,4,5,6,7,12,13,15,18,	1028
11	7	,1,3,4,5,6,7,8,9,12,13,14,	24
11	7	,1,2,3,4,5,8,12,13,14,16,17,	432
11	7	,2,3,4,5,6,7,9,12,13,16,17,	486
11	7	,1,2,3,5,6,7,9,12,13,16,17,	11
11	7	,2,4,5,6,7,8,9,12,14,16,17,	3744
11	6	,1,3,4,5,6,7,9,12,13,14,15,18,	6
11	6	,1,4,5,6,7,8,9,12,13,14,16,17,	3
11	6	,1,2,3,5,6,7,8,9,12,13,14,16,	10
11	6	,1,2,4,5,6,7,9,12,13,14,16,17,	131
11	6	,1,2,3,4,5,6,7,8,9,12,13,14,	558
11	6	,2,3,4,5,6,7,8,9,12,13,16,17,	285
11	6	,1,3,4,5,6,7,8,12,13,14,16,17,	313
11	6	,1,2,4,5,6,7,8,14,15,16,17,18,	198
11	6	,1,2,5,6,7,9,12,14,15,16,17,18,	2828
11	6	,1,2,5,6,7,8,9,12,15,16,17,18,	809
11	6	,2,3,4,5,6,7,8,9,12,13,14,16,	928
11	6	,1,2,3,5,6,7,13,14,15,16,17,18,	4
11	6	,3,4,5,6,7,8,9,12,13,14,16,17,	767
11	6	,1,2,4,5,6,7,8,9,12,14,16,17,	1330
11	6	,1,3,4,5,6,7,9,12,13,14,16,17,	165
11	6	,1,2,3,6,7,8,9,12,13,14,16,17,	16
11	6	,1,2,5,6,7,8,9,14,15,16,17,18,	6
11	6	,1,2,3,4,5,6,7,8,12,13,16,17,	8982
11	6	,2,3,5,6,7,8,9,12,13,14,16,17,	20
11	6	,1,2,4,5,6,7,8,9,15,16,17,18,	1720
11	6	,1,2,3,5,8,9,13,14,15,16,17,18,	80
11	6	,1,2,3,5,6,7,9,12,13,14,16,17,	143
11	6	,2,3,4,5,6,7,9,12,13,14,16,17,	1210
11	6	,2,3,4,5,6,7,8,9,12,13,14,17,	57
11	6	,1,2,4,5,6,7,12,14,15,16,17,18,	229
11	6	,1,2,3,4,5,6,7,9,12,13,15,18,	16
11	6	,1,2,4,5,6,7,9,12,15,16,17,18,	5
11	6	,1,2,3,4,5,6,7,8,12,13,14,16,	162
11	6	,1,2,3,4,5,6,7,9,12,13,16,17,	111
11	6	,2,3,4,5,6,7,8,12,13,14,16,17,	3323
11	6	,2,3,4,5,6,7,12,14,15,16,17,18,	10703
11	6	,1,2,3,4,5,6,7,8,9,12,13,17,	235
11	6	,1,2,5,6,7,9,12,13,15,16,17,18,	281
11	6	,1,2,4,6,7,9,12,14,15,16,17,18,	561
